20251212_qa.jsonl	10	d1cf56da3aee7edb05cd3039da51dddbc3d2071ba714a1e41ec664277a294b3c
20251219_qa.jsonl	10	e6b9919d0443b098da465e6635721e0b945344da0df64be39d05b57e97ca9695
20251226_qa.jsonl	20	5a6844d65073e22a3394fb15eeb11cdc1c1186f3347e5395ecb416e8884a954c
20260109_qa.jsonl	10	1199cabea8a35940445bb097dd44a38cd8566a8acbf38366021df7b9bcb17327
20260116_qa.jsonl	10	09703cf72b2923ee122df7fe8a452f3e63fabce677e91a5236f9fe5593f3aa67
20260123_qa.jsonl	10	6c32d002ac5ed44527cb865bec4859bf85313f0fd300c4533f374ccdd9b73a3a
20260130_qa.jsonl	10	66015442ca1b8c5b309bd64c65c2e3ae930bea7fd51dda2476031570c9f9782a
20260206_qa.jsonl	15	02810f116a2c23e14b3278eaea694592ee4d5f95b60206f3c8213fa9f13d3f96
20260213_qa.jsonl	10	78a964dee7f8ff58261b74ac49850aee7e6d47dccb0f3130bc09ecd1e6728f3b
20260220_qa.jsonl	10	9f8ac7059db1d47dfc98273dbd1a6bb249637a23ac8e9f12e73f311437de65dc
20260227_qa.jsonl	10	77b627486e5836ed2ea0d9e3534fbba4a8f58e1193f5bfbf077a668460415d52
20260306_qa.jsonl	10	1f66028fbeef566164288102c672eb29f8a489bfb06a4ece895664fdad4e522c
20260313_qa.jsonl	10	718ae9661d43c45f2683bf6c42c6a83a1b16cbd837b7e2d79b33a35a2c4f8d7e
20260320_qa.jsonl	10	b59343cc7bbff127d3efd1d796df3f1ef2d2a5d3a3a0b480b53705d3b88ab40e
20260327_qa.jsonl	10	d039a4533c86f74683f10797557326f1dda418b27b74a86e547e7971b093995a
20260403_qa.jsonl	10	80567800fcdf1c01d44f73921a20ed3c6d424c5a75f1000d3eba83468b3afb8b
20260410_qa.jsonl	20	78c644a866355eb7c0714fc256c39e7cb11139cb74706b86eec2cf7939ca0e95
20260417_qa.jsonl	20	14b6290a88ade03e058ac69f1a529c021c70fc6f836e373fa067c08dbe39349c
20260424_qa.jsonl	10	f1c12ae72c0056e6b8e9edd144a53d7a7070efd52a98b586011023a4c5d511d7
20260501_qa.jsonl	20	62d764d245bd2e1fde3d918909aaadea2d011822dac43ce1b58add4b29b924a2
20260508_qa.jsonl	20	0dc9d62dbab0ca00c2e1c20a144cebb1a99f76cf02aca2e35e7e37dc28f5a913
20260515_qa.jsonl	20	66f201f71a4d6404d32a40a9d5230fb375d2e53c4e717c39511a70cc024a535a
20260522_qa.jsonl	20	dc8696d9cd7333f214c9af7b3b71d2a27f6f90ef539951e2821f019a30b57ef1
20260529_qa.jsonl	20	f92b5c125f25f7d7e5a7ee563233e9281059b499d0e5d162c3db85c2b1bdd911
20260605_qa.jsonl	20	c6293f03c80693136228d7e7da00a53f4f3d20099441e497038aee958eeaa451
20260612_qa.jsonl	20	9cf319a9ca4dd16f0c5a4504e0e35e94fd9096b67aa2298f37792ad09d8fc2ff
20260619_qa.jsonl	20	c186426eabcb82aca641aafffc78c1cdd664738dad86fdd93826f766d2497429
20260626_qa.jsonl	20	7866ccee1cf60cabcec95c4819d9de329a513928cebf52a190758da593d4cbc5
20260703_qa.jsonl	35	44e9ed939af820cb55fa35848bdd32e4c210c0f9ef8f8c465185ba0c1d17a3b7
20260710_qa.jsonl	20	a7506a59049c66e6637466f70a98d9c860b34f9a16d3e8b05082e0441ea87b0b
20260717_qa.jsonl	20	a9d354521f523a74e908177970799e30a8bf9b31aa57afb1de0f67f97d72ce36
20260724_qa.jsonl	20	f1ee816bd7f4e25ca2c78bc6a154272a6cdb02d4e7c75150cadc9a0406f1115a
20260731_qa.jsonl	20	70cf5d4d0e0bbea4d466c9ef63d29c8442cf8cae23c279372a88ea9f75776cf4
20260807_qa.jsonl	20	9ddda011f40299176b8c192633cd3b0d5743fd6d25641a9741b055502b49e8f1
20260814_qa.jsonl	20	5b9ae758fee776bbee5560117a0a8f5aa63dfa1154e7a6ec574a3ea43cfb3db9
20260821_qa.jsonl	20	786f533f4ea5e9b14837dda357fa1d234faef27182a6aa554210ad4a42c9840b
